repo,star,fork,path,num_boudary,num_process,num_datastore,num_dataflow,num_external_entity,num_threat,step1_time,step2_time,step3_time,step4_time,total_time,total_line_of_code
github.com/akestner/fully-connected-mesh,0,0,fully-connected-mesh/,1,4,0,0,1,24,39.39214853,2.816995859,0.080990314,6.725892782,49.01602748,551
github.com/barracuda-ess/terraform-aws-waf-webaclv2,0,0,terraform-aws-waf-webaclv2/,1,4,0,0,1,48,36.70571747,3.40912056,0.067184448,6.92699194,47.10901442,852
github.com/Paridhi-Mohindra/1-aws,0,0,1-aws/,3,1,0,0,1,12,34.01440968,3.789888382,0.059574842,6.669853687,44.53372659,237
github.com/111crb111/terraform-aws-rds-no-versions,0,1,terraform-aws-rds-no-versions/,1,4,0,0,1,24,38.04804369,2.908645391,0.073866844,6.449294329,47.47985025,106
github.com/dwp/dataworks-aws-tarball-ingester,0,0,dataworks-aws-tarball-ingester/,1,4,0,0,1,48,30.71683751,3.484256983,0.082235336,6.752439976,41.03576981,970
github.com/indukuri27/aws-configrule,0,0,aws-configrule/,1,0,0,0,1,0,38.61289145,3.134487629,0.051628113,6.952612877,48.75162007,479
github.com/hekonsek/terraform-aws-sso,0,0,terraform-aws-sso/,1,5,0,4,1,80,37.10808839,3.422249556,0.105723381,6.830584764,47.46664609,198
github.com/melverano/aws_scheme_terraform,0,0,aws_scheme_terraform/,8,6,1,5,1,40,36.96467033,5.690916061,0.099753618,7.024321079,49.77966109,419
github.com/sirkells/terraform-ec2-prometheus-with-keypair,0,0,terraform-ec2-prometheus-with-keypair/,1,3,0,2,1,24,35.67518181,2.788788557,0.057856083,6.450621605,44.97244805,248
github.com/pgreene/terraform-aws-elasticache-security-group,0,0,terraform-aws-elasticache-security-group/,1,0,0,0,1,0,33.1458652,2.653752565,0.044342518,6.286557674,42.13051796,54
github.com/TheCountt/terraform-cloud,0,1,terraform-cloud/,1,36,20,37,1,664,39.50681656,4.856146574,0.373234272,7.701118469,52.43731588,1556
github.com/btower-labz/terraform-aws-btlabz-arch-ref-asg-codedeploy-module,0,1,terraform-aws-btlabz-arch-ref-asg-codedeploy-module/,2,8,2,4,1,68,33.27176434,3.898967743,0.169333696,6.988272905,44.32833868,147
github.com/ardikabs/terraform-aws-vpc,0,0,terraform-aws-vpc/,3,6,0,0,1,60,36.8702238,3.693184853,0.108006239,7.545144081,48.21655897,1729
github.com/annagtaraujo/Terraform-TGW-with-VPN,0,2,Terraform-TGW-with-VPN/,1,0,0,0,1,0,32.50253262,2.720698833,0.046817303,7.736877203,43.00692596,1507
github.com/gpolicante/eks_terra,0,0,eks_terra/,1,3,0,2,1,52,37.95148158,4.497517586,0.08059907,8.057225227,50.58682346,93
github.com/pratadaniel94/InfraAsCode-PROD,0,0,InfraAsCode-PROD/,1,1,0,0,1,0,30.16197895,3.129312754,0.051334143,6.760500908,40.10312675,53
github.com/chidrup/terraform_aws,0,0,terraform_aws/,1,3,0,0,1,36,33.39633409,3.003630638,0.070162296,7.18882513,43.65895215,611
github.com/seemscloud/terraform-aws-elasticsearch-service,0,1,terraform-aws-elasticsearch-service/,1,0,0,0,1,0,34.78459625,3.328410625,0.037353992,7.215941668,45.36630254,836
github.com/akemyy/beer,0,0,beer/,1,0,0,0,1,0,34.91550289,4.078817606,0.051564693,8.155837536,47.20172272,410
github.com/sgLancelot/serverless-sms-reminder,0,0,serverless-sms-reminder/,1,0,2,0,1,4,19.60530639,2.806643724,0.050216436,6.792513371,29.25467992,266
github.com/ValAug/VPC-Peering,0,1,VPC-Peering/,1,9,0,0,1,0,39.8604195,2.765052319,0.065825701,6.395853043,49.08715056,105
github.com/SebastianUA/terraform-aws-cloudfront,0,3,terraform-aws-cloudfront/,1,1,0,0,1,12,37.57359476,2.974571228,0.064399481,6.665327549,47.27789302,1027
github.com/Cloud-42/terraform-aws-bastion,0,5,terraform-aws-bastion/,10,12,0,12,1,72,39.18478747,4.910778761,0.186233997,6.923684597,51.20548483,420
github.com/nileshvmware/terrrra,0,0,terrrra/,1,0,1,0,1,4,34.33734661,3.517013311,0.051719189,6.852412939,44.75849205,367
github.com/seanremenyi/service_catalog,0,0,service_catalog/,2,7,1,3,1,104,38.70060827,5.332816839,0.126660824,6.715069294,50.87515523,58
github.com/MIsazaB95/Ramup_nodejs_Infra,0,0,Ramup_nodejs_Infra/,1,0,0,0,1,0,34.88718818,3.286131144,0.03895998,6.426401377,44.63868068,1153
github.com/akkisain/TerraFrom-learniing,0,0,TerraFrom-learniing/,1,0,0,0,1,0,24.68540382,2.474111319,0.039852619,6.605203152,33.80457091,151
github.com/jorgechato/platform-tf,0,0,platform-tf/,1,2,0,0,1,24,36.01751568,3.244131565,0.05381608,6.627310276,45.9427736,704
github.com/cdeucher/terraform-aws-vpc,0,0,terraform-aws-vpc/,2,2,1,2,1,16,30.23887785,3.897010326,0.082752466,7.345584154,41.56422479,1729
github.com/K-taiga/aws_security,0,0,aws_security/,1,1,0,0,1,0,32.32758728,3.301297903,0.069673061,7.284448862,42.98300711,594
github.com/piotsik/flights_analyser,0,0,flights_analyser/,1,1,0,0,1,12,22.90492249,3.468636274,0.052615643,7.299981594,33.726156,1205
github.com/mackah666/aws-managed-client-vpn,0,0,aws-managed-client-vpn/,1,0,1,0,1,0,36.03019374,2.836384296,0.046682358,6.454200268,45.36746066,148
github.com/hhhjjj96/Terraform-project,0,1,Terraform-project/,1,0,0,0,1,0,33.60902659,4.591014624,0.046325445,6.506601334,44.75296799,1412
github.com/mzcdev/terraform-aws-eks,0,2,terraform-aws-eks/,1,0,0,0,1,0,35.56032476,3.038249493,0.040941477,6.436006069,45.0755218,580
github.com/basisai/terraform-aws-sts-csi-disks,0,2,terraform-aws-sts-csi-disks/,2,6,2,1,1,80,32.12562173,4.199557066,0.198015451,7.07339716,43.59659141,462
github.com/awsautomation/kongUAT,0,0,kongUAT/,2,3,0,2,1,12,39.11697299,3.502457857,0.088186979,6.651560307,49.35917813,1981
github.com/snapdocs/terraform-aws-inspector,0,1,terraform-aws-inspector/,1,0,1,0,1,0,36.08998028,3.120240688,0.051450491,6.651576757,45.91324821,63
github.com/wimaac/red_team,0,0,red_team/,3,8,4,6,1,72,35.1370761,5.195477247,0.24776721,7.984117746,48.5644383,176
github.com/cpodieu1/Hello-Word,0,0,Hello-Word/,1,1,0,0,1,12,30.19466538,3.099288225,0.04711175,6.874306679,40.21537204,45
github.com/osodevops/aws-terraform-module-iam-groups,0,1,aws-terraform-module-iam-groups/,6,4,0,1,1,24,37.97884215,4.144712448,0.11905241,7.124786377,49.36739339,1194
github.com/yakisialiou/terraforming-ecs,0,0,terraforming-ecs/,10,13,0,13,1,84,39.62193746,4.450196743,0.22631669,6.860286713,51.15873761,374
github.com/Road-To-FinOps-Deploy/aws_tf_rds_delete_unattached_cleaner,0,0,aws_tf_rds_delete_unattached_cleaner/,1,2,0,0,1,0,31.60671557,2.81223321,0.050457478,8.171277046,42.6406833,161
github.com/jrpradojr/terraform-aws-vpc-peering-inter-region,0,1,terraform-aws-vpc-peering-inter-region/,1,0,0,0,1,0,33.68649614,3.538552999,0.040539265,6.502679586,43.76826799,340
github.com/mdigbazova/terraforming-add-a-new-customer,0,0,terraforming-add-a-new-customer/,4,8,3,1,1,60,38.85295717,4.211023808,0.115758181,6.630864859,49.81060401,6209
github.com/MyCloudSeries/aws-ecr-terraform,0,0,aws-ecr-terraform/,4,3,0,1,1,24,38.41482189,3.542820692,0.110349655,6.422137499,48.49012973,101
github.com/william-librata/librata-io-wordpress,0,0,librata-io-wordpress/,1,7,2,4,1,124,36.4509893,3.488202572,0.155217409,6.996498585,47.09090787,42
github.com/jsdads11/terra-artemis-amq,0,0,terra-artemis-amq/,1,5,0,4,1,116,34.58098755,2.986196995,0.100589275,7.253127813,44.92090163,326
github.com/RPISDD/DeployScripts,0,0,DeployScripts/,1,0,0,0,1,0,36.45940209,3.820325136,0.041775703,7.154145241,47.47564817,104
github.com/bentinata/tf,0,0,tf/,1,1,0,0,1,12,37.48806172,3.64354229,0.054022789,8.238728523,49.42435532,1841
github.com/111crb111/terraform-aws-rds-no-versions2,0,0,terraform-aws-rds-no-versions2/,1,0,0,0,1,0,39.54482015,2.928797007,0.042129993,6.11183691,48.62758406,106
github.com/shreedhargowda/tfcloud,0,1,tfcloud/,1,0,0,0,1,0,32.98912794,2.769681215,0.042350769,6.059662104,41.86082203,68
github.com/jmcorallo/terraform-aws-kms,0,1,terraform-aws-kms/,4,7,1,8,1,32,36.78161816,4.317231655,0.115548134,6.401544571,47.61594252,205
github.com/Hmh4575/multi-cloud-vpn-master,0,0,multi-cloud-vpn-master/,1,2,0,1,1,12,36.37093445,2.594080925,0.049902916,6.22418046,45.23909876,1208
github.com/akestner/terraform-app-mesh,0,0,terraform-app-mesh/,1,0,1,0,1,4,38.40026152,4.841263056,0.072363138,6.85700798,50.17089569,194
github.com/jonasv/MFTEST_source-code,0,0,MFTEST_source-code/,6,4,0,1,1,24,31.92490406,4.331514835,0.088624477,7.291374683,43.63641805,162
github.com/farahbhr/AWS,0,0,AWS/,1,7,3,0,1,72,24.22849655,3.546561718,0.16304183,8.309355497,36.2474556,140709
github.com/afonsoaugusto/terraform-aws-s3-webapp,0,1,terraform-aws-s3-webapp/,5,8,1,10,1,164,31.29841232,4.896280527,0.186398745,7.81483674,44.19592834,2577
github.com/rock7/cloudloop-sqs-terraform-module,0,0,cloudloop-sqs-terraform-module/,1,2,0,1,1,32,33.96535324,3.265495777,0.057769537,7.940244675,45.22886323,195
github.com/111crb111/terraform-uknownprovider-rds-no-versions,0,0,terraform-uknownprovider-rds-no-versions/,10,16,1,11,1,96,34.97064625,4.879492998,0.201376438,7.203296423,47.25481211,106
github.com/sayan83/Crowdless,0,0,Crowdless/,1,3,0,3,1,24,34.35303911,3.600254059,0.063122988,7.174093962,45.19051011,502
github.com/nzrf/aws-orgs-mgmt,0,0,aws-orgs-mgmt/,1,1,0,0,1,12,36.81712413,3.265788555,0.051826954,6.516866446,46.65160608,232
github.com/j0rzsh/aws-iot-meetup,0,0,aws-iot-meetup/,1,4,11,13,1,80,33.75945955,6.968548059,0.218438148,7.733273506,48.67971927,652
github.com/LKHetzel/tftest,0,1,tftest/,1,2,2,1,1,28,31.16364431,5.175734043,0.082593918,6.58893466,43.01090693,127
github.com/alessanderviana/its-poc,0,0,its-poc/,1,0,0,0,1,0,30.65353084,3.151824236,0.099221468,4.795606136,38.70018268,245
github.com/EmanuelBurgess/Spencerscode,0,0,Spencerscode/,1,0,0,0,1,0,30.73970413,2.423825979,0.038328171,4.515925884,37.71778417,368
github.com/OumaimaHmoudou/CC_1,0,0,CC_1/,2,6,2,1,1,80,30.23346472,2.856474638,0.163954496,4.736720562,37.99061441,551
github.com/foss-cafe/learn-sentinal,0,0,learn-sentinal/,2,3,0,2,1,12,30.82937694,2.506815672,0.062781334,4.591443062,37.990417,110
github.com/srinin01/cicdterraformpipeline,0,0,cicdterraformpipeline/,1,0,1,0,1,0,30.51128602,2.15080452,0.03643775,4.425257921,37.12378621,552
github.com/shepherd44/terraform-aws-codeartifact,0,4,terraform-aws-codeartifact/,3,8,4,6,1,72,18.13625431,3.446747303,0.189093113,4.741363525,26.51345825,115
github.com/danielssabin/teste,0,0,teste/,1,1,0,0,1,12,32.26321387,2.38535285,0.03958559,4.595742702,39.28389502,86
github.com/UKHomeOffice/dq-tf-aws-compliance-ci-infra,0,1,dq-tf-aws-compliance-ci-infra/,6,4,0,1,1,24,32.86406255,3.300920248,0.08003521,4.632556438,40.87757444,189
github.com/dolow/terraform-aws-apigateway-lambda,0,0,terraform-aws-apigateway-lambda/,10,13,0,13,1,84,31.53019261,3.542285204,0.1723423,4.822881222,40.06770134,222
github.com/DianaMayesCloud/Project-v1,0,0,Project-v1/,1,2,0,0,1,0,30.91575599,2.269822836,0.040872335,4.522214174,37.74866533,1428
github.com/Deval07GitHub/IAM-Service-Terraform,0,1,IAM-Service-Terraform/,1,0,0,0,1,0,30.39534998,2.721514463,0.034604073,4.547847271,37.69931579,135
github.com/alistairjordan/aws-auto-account,0,0,aws-auto-account/,4,8,3,1,1,60,17.01703405,4.670001984,0.103318691,4.815852404,26.60620713,1084
github.com/UKHomeOffice/acp-guardduty-detector-tf,0,1,acp-guardduty-detector-tf/,4,3,0,1,1,24,35.2342515,2.893505096,0.069734335,4.682835579,42.88032651,138
github.com/FrequencyUnk/hcp-vault-vpc-demo,0,0,hcp-vault-vpc-demo/,1,7,2,4,1,124,36.9571414,3.620029211,0.114820242,4.991298199,45.68328905,163
github.com/gmirsky/terraform-aws-neptune,0,0,terraform-aws-neptune/,1,5,0,4,1,116,30.84836936,2.447813272,0.070467949,5.030016184,38.39666677,453
github.com/edwardpius/terraform-aws-msad,0,0,terraform-aws-msad/,1,0,0,0,1,0,32.33897233,2.551845312,0.034534454,4.573935747,39.49928784,505
github.com/byu-oit/terraform-aws-ses,0,0,terraform-aws-ses/,1,1,0,0,1,12,33.48967433,2.57557106,0.041226387,4.745802164,40.85227394,162
github.com/Venkateshg07/s3crossreplication,0,1,s3crossreplication/,1,0,0,0,1,0,30.52040601,2.523104191,0.032547951,4.548274994,37.62433314,453
github.com/atc-labs/terraform-aws-vpc-peering,0,1,terraform-aws-vpc-peering/,1,0,0,0,1,0,31.16017652,2.235934258,0.034043312,4.560204029,37.99035811,313
github.com/Angelszm/terraform-aws-iot,0,2,terraform-aws-iot/,4,7,1,8,1,32,32.50333238,3.711522818,0.098872185,4.871623278,41.18535066,127
github.com/genstackio/terraform-aws-ses,0,2,terraform-aws-ses/,1,2,0,1,1,12,30.68766904,2.18550396,0.047585964,4.690640688,37.61139965,162
github.com/dwp/terraform-aws-waf,0,3,terraform-aws-waf/,1,0,1,0,1,4,30.38822842,3.438745499,0.041133642,4.64832902,38.51643658,2034
github.com/reachmenetym/terraform-s3-lambda,0,0,terraform-s3-lambda/,6,4,0,1,1,24,32.76444125,3.153960705,0.077383995,4.730899334,40.72668529,370
github.com/ag-pinguin/terraform_rds_replication,0,0,terraform_rds_replication/,1,7,3,0,1,72,10.53310943,2.607434511,0.079130173,4.95513773,18.17481184,810
github.com/narendra311777/myeksterraform,0,0,myeksterraform/,5,8,1,10,1,164,20.50956941,3.529548645,0.15549159,4.995892763,29.19050241,494
github.com/UKHomeOffice/acp-tf-GuardDuty-Masteraccount,0,1,acp-tf-GuardDuty-Masteraccount/,1,2,0,1,1,32,32.12057877,2.396555185,0.048115492,4.996984959,39.5622344,799
github.com/lukdeboss/aws_tf,0,0,aws_tf/,10,16,1,11,1,96,31.51696014,3.402419806,0.162667274,4.987737417,40.06978464,76
github.com/javahometech/aws-configrule,0,3,aws-configrule/,1,3,0,3,1,24,39.32305002,2.953238487,0.052785635,4.835671902,47.16474605,479
github.com/ReeceRose/home-network-proxy,0,0,home-network-proxy/,1,1,0,0,1,12,19.3705101,2.514919281,0.039435387,4.651892424,26.57675719,714
github.com/dCode0/newJenkins,0,0,newJenkins/,1,4,11,13,1,80,35.22034216,3.146982908,0.194658518,5.167720079,43.72970366,369
github.com/zerosoftwere/aws-msk-demo,0,0,aws-msk-demo/,1,0,0,0,1,0,30.48493505,2.245346785,0.031877995,4.510461092,37.27262092,281
github.com/daduskacpokus/aws-sftp-family,0,0,aws-sftp-family/,1,2,2,1,1,28,16.96328974,2.232931614,0.074873209,4.854801655,24.12589622,142
github.com/Franco-Simone/Obligatorio-ISC,0,0,Obligatorio-ISC/,1,0,1,0,1,4,30.76303029,2.124910116,0.038231373,4.68900156,37.61517334,390
github.com/pgastinger/terraform-aws-vpn-bgp-demo,0,0,terraform-aws-vpn-bgp-demo/,1,10,0,0,1,120,30.56069851,2.518752813,0.086958408,5.109642506,38.27605224,553
github.com/Prashant-jumpbyte/terraform-aws-inspector-setup,0,7,terraform-aws-inspector-setup/,3,5,0,2,1,76,32.88027835,2.780822515,0.088880539,5.06248641,40.81246781,239
github.com/kemoosabee/lambda_function,0,0,lambda_function/,1,4,0,1,1,56,32.05311704,2.556788683,0.089076996,4.999134779,39.69811749,520
github.com/JamesWoolfenden/terraform-aws-waf-regional,0,1,terraform-aws-waf-regional/,1,0,0,0,1,0,30.82068157,2.455720425,0.034871101,4.545691252,37.85696435,202
github.com/Kaiohenriqueps/terraform-lambda-dynamodb,0,1,terraform-lambda-dynamodb/,12,11,2,3,1,100,9.647483826,3.761828899,0.233158827,5.061360836,18.70383239,277
github.com/hari0034/tf-module-security-hub,0,0,tf-module-security-hub/,1,0,0,0,1,0,14.73822451,2.243467331,0.032991886,4.652981997,21.66766572,47
github.com/cloudsoft/terraform-provider-aws-service-catalog-demos,0,0,terraform-provider-aws-service-catalog-demos/,1,0,0,0,1,0,30.45711422,2.101692677,0.033792257,4.663247585,37.25584674,147
github.com/north-kite/terraform-aws-egress-proxy,0,2,terraform-aws-egress-proxy/,1,1,0,0,1,12,30.53326821,2.694203854,0.039767265,4.853625298,38.12086463,894
github.com/SebastianUA/terraform-aws-vpc,0,1,terraform-aws-vpc/,1,0,8,0,1,0,30.35314512,2.188737392,0.058710814,4.653403044,37.25399637,1729
github.com/cmdlabs/cmd-tf-aws-budgets,0,0,cmd-tf-aws-budgets/,5,39,7,90,1,116,39.39629769,4.176041365,0.585476398,5.121883392,49.27969885,357
github.com/yuukiyo/terraformAppSync,0,0,terraformAppSync/,1,0,1,0,1,0,30.71044612,2.252120018,0.037576914,4.598617792,37.59876084,296
github.com/c0ldb00t3r/scripts,0,0,scripts/,1,0,0,0,1,0,31.18543839,2.199512482,0.033340216,4.649377823,38.06766891,217
github.com/rails-on-services/terraform-aws-globalaccelerator,0,3,terraform-aws-globalaccelerator/,1,0,1,0,1,0,30.91599298,2.410143375,0.037105322,4.836990356,38.20023203,137
github.com/jitendrapsingh/Backup_RDS,0,0,Backup_RDS/,5,0,0,0,1,0,24.56560683,3.628599882,0.037225008,4.669984341,32.90141606,60
github.com/yoshi65/test_codepipeline,0,0,test_codepipeline/,1,5,0,0,1,60,30.42493653,2.423633337,0.056817055,4.861971855,37.76735878,218
github.com/vladcar/terraform-aws-http-api-gatewayV2-jwt-authorizer,0,1,terraform-aws-http-api-gatewayV2-jwt-authorizer/,1,0,1,0,1,4,30.512182,4.036561251,0.040507078,4.738403559,39.32765388,60
github.com/CIPowell/chrisipowell-be,0,0,chrisipowell-be/,1,3,0,0,1,0,30.39982152,2.388942242,0.043301105,4.602977753,37.43504262,369
github.com/mrajani/learntf,0,0,learntf/aws/,2,3,3,8,1,84,39.18074846,4.759220839,0.100187302,7.835564852,51.87572145,1152
github.com/fraoucene/serverless-react-app,0,0,serverless-react-app/deploy/,1,4,1,0,1,84,14.78181219,1.774610996,0.065807104,6.183508158,22.80573845,872
github.com/andy-wolf/terraform-modules,0,1,terraform-modules/alb/,1,2,0,1,1,84,31.54313684,1.919328451,0.045792818,5.845166922,39.35342503,289
github.com/ramit21/Lex-Chatbot,0,0,Lex-Chatbot/terraform/,3,5,0,6,1,84,33.58527017,2.114844799,0.103339672,6.002887011,41.80634165,485
github.com/barneyparker/IoTCore-Test,0,0,IoTCore-Test/terraform/,4,8,2,1,1,84,35.11026359,3.737227201,0.145061731,5.905375004,44.89792752,254
github.com/alikhajeh1/infracost-gh-action-test,0,0,infracost-gh-action-test/terraform/,1,4,1,4,1,84,31.60240769,1.866473913,0.076941729,6.189812183,39.73563552,93
github.com/JamesWoolfenden/test,0,0,test/terraform/,3,4,3,3,1,84,33.67968917,2.606984615,0.115474224,6.063845873,42.46599388,261
github.com/clopatofsky/website-ophtalmo,0,0,website-ophtalmo/terraform/,1,6,0,4,1,84,30.53500295,1.759104013,0.101016283,5.934589624,38.32971287,1019
github.com/jonathannaz/test-terraform,0,0,test-terraform/resources/,1,0,2,0,1,84,31.75654626,1.821815968,0.049445391,6.285649538,39.91345716,35
github.com/leslieonline1/harry-stamper,0,0,harry-stamper/terraform/,1,2,0,1,1,84,33.30085588,2.034741879,0.062837839,6.08940196,41.48783755,407
github.com/mauricepruna/chatbot,0,0,chatbot/terraform/,1,6,0,3,1,84,18.07602739,2.216629028,0.074732304,6.807545424,27.17493415,217
github.com/katapultmedia/terraform-aws-organizations-scp-example,0,0,terraform-aws-organizations-scp-example/terraform/,1,2,0,0,1,84,30.03960891,2.099421263,0.051310539,6.054413319,38.24475403,151
github.com/rutkowskib/repository-security-macie,0,0,repository-security-macie/aws/,5,1,0,0,1,84,15.92023635,3.081537724,0.056055069,6.061388493,25.11921763,291
github.com/jpouyaud-perso/aws-nlb-ha-sni-routing-asg,0,0,aws-nlb-ha-sni-routing-asg/terraform/,1,1,1,0,1,84,32.18986225,2.295722485,0.045661926,5.883301973,40.41454864,380
github.com/lydiacupery/recipe-book,0,0,recipe-book/terraform/,1,10,4,8,1,84,34.69445276,3.082536624,0.263226509,5.969723225,44.00993912,262
github.com/ministryofjustice/opg-aws-config-service,0,1,opg-aws-config-service/example/,1,4,1,2,1,84,34.11008477,2.191286802,0.09757781,6.211089134,42.61003852,1008
github.com/brucehvn/edify,0,0,edify/terraform/,1,6,2,6,1,84,31.02233243,2.042275667,0.153325558,6.013231993,39.23116565,842
github.com/ShabariRepo/iac-automation,0,0,iac-automation/terraform/,1,0,0,0,1,84,31.28062129,1.921293259,0.036439657,6.097827911,39.33618212,161
github.com/trevisangabriel/devops,0,0,devops/terraform/,2,3,0,0,1,84,31.84325051,2.253395557,0.058627129,6.138652325,40.29392552,422
github.com/gtimalsena/DevOps,0,0,DevOps/terraform/,1,3,2,3,1,84,36.46925712,2.277903795,0.104373217,6.128314734,44.97984886,422
github.com/maduxi/tulsi,0,0,tulsi/terraform/,7,6,0,3,1,84,31.368119,2.53497386,0.082920313,6.062453032,40.04846621,205
github.com/shankarb01/endgame,0,0,endgame/terraform/,4,4,1,5,1,84,32.02095389,2.864601374,0.088582993,6.033535719,41.00767398,602
github.com/gpetrousov/endgame,0,2,endgame/terraform/,1,1,1,1,1,84,31.819484,1.772155523,0.053622007,5.840975046,39.48623657,602
github.com/winebarrel/sam-rds-postgresql-slowquery-to-es,0,0,sam-rds-postgresql-slowquery-to-es/terraform/,4,4,1,5,1,84,31.82193494,2.957360983,0.09182024,6.060863733,40.93197989,177
github.com/Graham-M/terraform-transit-gw-example,0,0,terraform-transit-gw-example/gw/,10,0,0,0,1,84,31.81195593,2.50957346,0.039504528,6.248073339,40.60910726,297
github.com/mike23101994/terraform-scripts,0,0,terraform-scripts/ALB/,1,2,0,1,1,84,31.18766475,1.867621183,0.051175356,6.372966051,39.47942734,142
github.com/jjoc007/poc-appsync-golang-mongo,0,0,poc-appsync-golang-mongo/terraform/,4,4,1,5,1,84,31.65587497,3.033692598,0.087237835,6.095952034,40.87275743,755
github.com/yesisonline/DevOps,0,0,DevOps/terraform/,1,3,0,0,1,84,32.91712618,1.959133148,0.053128719,6.098272085,41.02766013,422
github.com/yirez/ansible-tests,0,0,ansible-tests/terra/,1,4,0,3,1,84,15.01616287,1.777192354,0.062654495,6.053747416,22.90975714,149
github.com/BetaMedina/terraform-test-ecs,0,0,terraform-test-ecs/terraform/,4,8,2,1,1,84,35.63822889,3.709763288,0.176370382,6.071033239,45.5953958,188
github.com/jveldboom/raspberry-pi-iot-temperature-system,0,0,raspberry-pi-iot-temperature-system/terraform/,4,8,2,1,1,84,35.67689657,3.645334721,0.184351683,6.013136625,45.5197196,91
github.com/sridhartw/golden_ami_scanning,0,0,golden_ami_scanning/terraform/,1,1,1,0,1,84,12.83887863,1.76481986,0.064870358,6.320980072,20.98954892,921
github.com/TNK-2/nestjs-test,0,0,nestjs-test/infra/,1,3,1,2,1,84,30.93337035,1.789065123,0.082206488,6.02477169,38.82941365,1204
github.com/davidgalstyan53/awsrocket,0,0,awsrocket/terraform/,4,4,1,5,1,84,31.70961237,2.833973408,0.085287094,6.001667738,40.63054061,403
github.com/raulmanzas/text-extraction-4fun,0,2,text-extraction-4fun/infra/,3,2,5,0,1,84,33.73650622,2.093127966,0.095118523,6.171012878,42.09576559,115
github.com/devops-adeel/wordpress,0,0,wordpress/module/,1,0,0,0,1,84,31.39090037,1.702988863,0.038853645,5.95195508,39.08469796,48
